Id,UserId,IsFrozen
0Ywb0000000K56VCAS,005b0000000gAklAAE,TRUE
0Ywb0000000K58kCAC,005b0000000gAn0AAE,TRUE
0Ywb0000000K58lCAC,005b0000000gAn1AAE,TRUE
0Ywb0000000K5CzCAK,005b0000000gArFAAU,TRUE
0Ywb0000000K5D2CAK,005b0000000gArIAAU,TRUE
0Ywb0000000K5D3CAK,005b0000000gArJAAU,TRUE
0Ywb0000000K5D5CAK,005b0000000gArLAAU,TRUE
0Ywb0000000KDHyCAO,005b0000000gKH5AAM,TRUE
0Ywb0000001aF0qCAE,005b0000001wXJFAA2,TRUE
0Yw0N000005BfJMSA0,0050N000005xX8KQAU,TRUE
0Yw0N000005BfJRSA0,0050N000005xX8PQAU,TRUE
0Yw0N000005BfJbSAK,0050N000005xX8ZQAU,TRUE
0Yw0N000005BgCqSAK,0050N000005xY2cQAE,TRUE
0Yw0N000005BgDKSA0,0050N000005xY36QAE,TRUE
0Yw0N000005BgDPSA0,0050N000005xY3BQAU,TRUE
0Yw0N000005BgDUSA0,0050N000005xY3GQAU,TRUE
0Yw0N000005BkvaSAC,0050N000005xcshQAA,TRUE
0Yw0N000005BkvfSAC,0050N000005xcsmQAA,TRUE
0Yw0N000005BkyoSAC,0050N000005xcvvQAA,TRUE
0Yw0N000005BlUfSAK,0050N000005xdalQAA,TRUE
0Yw0N000005BnJ5SAK,0050N000005xftwQAA,TRUE
